Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Date,Bus,ID,Type,Duration,SOC Start [%],SOC End [%],Air Compressor Energy Consumption [kWh],Rear HVAC Energy Consumption [kWh],LV Access. Energy Consumption [kWh],Electric Heater Energy Consumption[kWh],Energy Transferred [kWh]
2024-01-16 00:00:00,26005,1,Depot,00:19:06,92.8,92.8,0,0,0.6499999999999999,0,0.4
2024-01-16 00:00:00,26005,2,Depot,00:30:10,68,78,0,0,1.05,5.65,49.2
2024-01-16 00:00:00,26005,3,Depot,02:43:50,73.6,93.6,0.05,0,6.35,13.65,98
2024-01-16 00:00:00,26006,1,Depot,02:53:53,59.2,93.6,0.65,0,3.35,0,166.4
2024-01-16 00:00:00,26008,1,Depot,02:30:45,74.4,86.8,0,0,4.15,0,60.4
2024-01-16 00:00:00,26008,2,Depot,04:27:22,44,93.6,0.05,0,6.9,0,230.5
2024-01-16 00:00:00,26009,1,Depot,03:44:09,75.2,72,0,0,11.05,0.1,8.8
2024-01-16 00:00:00,26009,2,Depot,01:25:26,70,70.4,0,0,2.5,0.05,0.9
2024-01-16 00:00:00,26009,3,Depot,00:30:10,69.2,69.6,0,0,0.8999999999999999,0.05,1.7
2024-01-16 00:00:00,26009,4,Depot,06:49:05,70,93.6,0,0,13.6,0.95,96.9
2024-01-16 00:00:00,26010,1,Depot,00:40:13,89.6,93.2,0.05,0,1.3,0,16.9
2024-01-16 00:00:00,26010,2,Depot,02:40:49,41.2,93.6,0.2,0,3.4,0,245.6
2024-01-16 00:00:00,26011,1,Depot,04:33:24,43.2,93.6,0.05,0,5.45,0,238.4
2024-01-16 00:00:00,26013,1,Depot,05:45:45,93.6,93.6,0.1,0,6.400000000000002,0,2.400000000000006
2024-01-16 00:00:00,26013,2,Depot,02:59:55,32.8,93.6,0.05,0,4.6,4.65,284
2024-01-16 00:00:00,26016,1,Depot,06:39:02,36.4,93.6,0.1,0,7.7,0,271.1
2024-01-16 00:00:00,26017,1,Depot,02:13:41,42.8,91.6,0.04999999999999982,0,2.700000000000003,0,229.2
2024-01-17 00:00:00,26003,1,Depot,11:21:28,88.8,93.6,0.15,0,13.35,0,3.900000000000006
2024-01-17 00:00:00,26003,2,Depot,04:25:21,32.4,93.6,0.05,0,5.45,0,232.5
2024-01-17 00:00:00,26005,1,Depot,04:18:19,45.6,94,0.05,0,5.15,0,231.8
2024-01-17 00:00:00,26006,1,Depot,09:54:03,46.4,93.6,2.05,0,11.45,0,224.9
2024-01-17 00:00:00,26008,1,Depot,06:59:07,93.6,93.6,0.09999999999999999,0,9.350000000000001,0.05,3.700000000000017
2024-01-17 00:00:00,26008,2,Depot,00:19:06,58.4,60,0.05,0,0.95,3.85,6.1
